pid,toponym,type,reference,placename,repository,uri,lat,lon,geouri
1001,Acerra-Senke,Senke,"Scandone et al. (1991)",Acerra,Wikidata,wd:Q71603,40.95,14.366667,geo:40.95,14.366667
